claim_id,subject_id,subject_name,predicate,object_id,object_value,claim_type,fact_confidence,canon_status,continuity,source_ids,evidence_note,review_status,needs_review
claim:00015,char:bard,Bard,ASSOCIATED_WITH_REGION,,Runeterra / Cosmic,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:bard|src:wiki-universe:bard,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00016,char:bel-veth,Bel'Veth,ASSOCIATED_WITH_REGION,,The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:bel-veth|src:wiki-universe:bel-veth,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00017,char:blitzcrank,Blitzcrank,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:blitzcrank|src:wiki-universe:blitzcrank,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00018,char:brand,Brand,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:brand|src:wiki-universe:brand,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00019,char:braum,Braum,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:braum|src:wiki-universe:braum,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00020,char:briar,Briar,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:briar|src:wiki-universe:briar,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00021,char:caitlyn,Caitlyn,ASSOCIATED_WITH_REGION,,Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:caitlyn|src:wiki-universe:caitlyn,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00022,char:camille,Camille,ASSOCIATED_WITH_REGION,,Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:camille|src:wiki-universe:camille,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00023,char:cassiopeia,Cassiopeia,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:cassiopeia|src:wiki-universe:cassiopeia,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00024,char:cho-gath,Cho'Gath,ASSOCIATED_WITH_REGION,,The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:cho-gath|src:wiki-universe:cho-gath,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00025,char:corki,Corki,ASSOCIATED_WITH_REGION,,Bandle City / Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:corki|src:wiki-universe:corki,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00026,char:darius,Darius,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:darius|src:wiki-universe:darius,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00027,char:diana,Diana,ASSOCIATED_WITH_REGION,,Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:diana|src:wiki-universe:diana,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00028,char:dr-mundo,Dr. Mundo,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:dr-mundo|src:wiki-universe:dr-mundo,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00029,char:draven,Draven,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:draven|src:wiki-universe:draven,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00030,char:ekko,Ekko,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:ekko|src:wiki-universe:ekko,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00031,char:elise,Elise,ASSOCIATED_WITH_REGION,,Noxus / Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:elise|src:wiki-universe:elise,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00032,char:evelynn,Evelynn,ASSOCIATED_WITH_REGION,,Runeterra,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:evelynn|src:wiki-universe:evelynn,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00033,char:ezreal,Ezreal,ASSOCIATED_WITH_REGION,,Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:ezreal|src:wiki-universe:ezreal,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00034,char:fiddlesticks,Fiddlesticks,ASSOCIATED_WITH_REGION,,Runeterra,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:fiddlesticks|src:wiki-universe:fiddlesticks,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00035,char:fiora,Fiora,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:fiora|src:wiki-universe:fiora,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00036,char:fizz,Fizz,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:fizz|src:wiki-universe:fizz,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00037,char:galio,Galio,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:galio|src:wiki-universe:galio,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00038,char:gangplank,Gangplank,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:gangplank|src:wiki-universe:gangplank,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00039,char:garen,Garen,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:garen|src:wiki-universe:garen,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00040,char:gnar,Gnar,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:gnar|src:wiki-universe:gnar,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00041,char:gragas,Gragas,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:gragas|src:wiki-universe:gragas,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00042,char:graves,Graves,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:graves|src:wiki-universe:graves,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00043,char:gwen,Gwen,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:gwen|src:wiki-universe:gwen,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00044,char:hecarim,Hecarim,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:hecarim|src:wiki-universe:hecarim,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00045,char:heimerdinger,Heimerdinger,ASSOCIATED_WITH_REGION,,Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:heimerdinger|src:wiki-universe:heimerdinger,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00046,char:hwei,Hwei,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:hwei|src:wiki-universe:hwei,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00047,char:illaoi,Illaoi,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:illaoi|src:wiki-universe:illaoi,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00048,char:irelia,Irelia,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:irelia|src:wiki-universe:irelia,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00049,char:ivern,Ivern,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:ivern|src:wiki-universe:ivern,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00050,char:janna,Janna,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:janna|src:wiki-universe:janna,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00051,char:jarvan-iv,Jarvan IV,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:jarvan-iv|src:wiki-universe:jarvan-iv,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00052,char:jax,Jax,ASSOCIATED_WITH_REGION,,Icathia / Runeterra,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:jax|src:wiki-universe:jax,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00053,char:jayce,Jayce,ASSOCIATED_WITH_REGION,,Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:jayce|src:wiki-universe:jayce,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00054,char:jhin,Jhin,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:jhin|src:wiki-universe:jhin,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00055,char:jinx,Jinx,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:jinx|src:wiki-universe:jinx,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00056,char:k-sante,K'Sante,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:k-sante|src:wiki-universe:k-sante,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00057,char:kai-sa,Kai'Sa,ASSOCIATED_WITH_REGION,,Shurima / The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kai-sa|src:wiki-universe:kai-sa,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00058,char:kalista,Kalista,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kalista|src:wiki-universe:kalista,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00059,char:karma,Karma,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:karma|src:wiki-universe:karma,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00060,char:karthus,Karthus,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:karthus|src:wiki-universe:karthus,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00061,char:kassadin,Kassadin,ASSOCIATED_WITH_REGION,,Shurima / The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kassadin|src:wiki-universe:kassadin,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00062,char:katarina,Katarina,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:katarina|src:wiki-universe:katarina,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00063,char:kayle,Kayle,ASSOCIATED_WITH_REGION,,Demacia / Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kayle|src:wiki-universe:kayle,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00064,char:kayn,Kayn,ASSOCIATED_WITH_REGION,,Ionia / Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kayn|src:wiki-universe:kayn,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00065,char:kennen,Kennen,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kennen|src:wiki-universe:kennen,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00066,char:kha-zix,Kha'Zix,ASSOCIATED_WITH_REGION,,The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kha-zix|src:wiki-universe:kha-zix,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00067,char:kindred,Kindred,ASSOCIATED_WITH_REGION,,Runeterra / Spirit Realm,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kindred|src:wiki-universe:kindred,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00068,char:kled,Kled,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kled|src:wiki-universe:kled,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00069,char:kog-maw,Kog'Maw,ASSOCIATED_WITH_REGION,,The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:kog-maw|src:wiki-universe:kog-maw,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00070,char:leblanc,LeBlanc,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:leblanc|src:wiki-universe:leblanc,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00071,char:lee-sin,Lee Sin,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:lee-sin|src:wiki-universe:lee-sin,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00072,char:leona,Leona,ASSOCIATED_WITH_REGION,,Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:leona|src:wiki-universe:leona,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00073,char:lillia,Lillia,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:lillia|src:wiki-universe:lillia,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00074,char:lissandra,Lissandra,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:lissandra|src:wiki-universe:lissandra,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00075,char:locke,Locke,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:locke|src:wiki-universe:locke,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00076,char:lucian,Lucian,ASSOCIATED_WITH_REGION,,Demacia / Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:lucian|src:wiki-universe:lucian,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00077,char:lulu,Lulu,ASSOCIATED_WITH_REGION,,Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:lulu|src:wiki-universe:lulu,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00078,char:lux,Lux,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:lux|src:wiki-universe:lux,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00079,char:malphite,Malphite,ASSOCIATED_WITH_REGION,,Ixtal / Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:malphite|src:wiki-universe:malphite,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00080,char:malzahar,Malzahar,ASSOCIATED_WITH_REGION,,Shurima / The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:malzahar|src:wiki-universe:malzahar,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00081,char:maokai,Maokai,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:maokai|src:wiki-universe:maokai,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00082,char:master-yi,Master Yi,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:master-yi|src:wiki-universe:master-yi,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00083,char:mel,Mel,ASSOCIATED_WITH_REGION,,Noxus / Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:mel|src:wiki-universe:mel,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00084,char:milio,Milio,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:milio|src:wiki-universe:milio,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00085,char:miss-fortune,Miss Fortune,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:miss-fortune|src:wiki-universe:miss-fortune,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00086,char:mordekaiser,Mordekaiser,ASSOCIATED_WITH_REGION,,Noxus / Death Realm,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:mordekaiser|src:wiki-universe:mordekaiser,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00087,char:morgana,Morgana,ASSOCIATED_WITH_REGION,,Demacia / Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:morgana|src:wiki-universe:morgana,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00088,char:naafiri,Naafiri,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:naafiri|src:wiki-universe:naafiri,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00089,char:nami,Nami,ASSOCIATED_WITH_REGION,,Targon / Runeterra,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nami|src:wiki-universe:nami,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00090,char:nasus,Nasus,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nasus|src:wiki-universe:nasus,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00091,char:nautilus,Nautilus,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nautilus|src:wiki-universe:nautilus,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00092,char:neeko,Neeko,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:neeko|src:wiki-universe:neeko,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00093,char:nidalee,Nidalee,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nidalee|src:wiki-universe:nidalee,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00094,char:nilah,Nilah,ASSOCIATED_WITH_REGION,,Bilgewater / Kathkan,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nilah|src:wiki-universe:nilah,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00095,char:nocturne,Nocturne,ASSOCIATED_WITH_REGION,,Runeterra / Spirit Realm,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nocturne|src:wiki-universe:nocturne,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00096,char:nunu,Nunu & Willump,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:nunu|src:wiki-universe:nunu,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
